Party,Parent Category,Category,Gas,Unit,Base year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Switzerland,1.A.4.a Commercial/Institutional,1.A.4.a.ii Off-road Vehicles and Other Machinery,N₂O,kt,0.000143035,0.000143035,0.000150633,0.000158223,0.000165805,0.00017338,0.000180947,0.000188782,0.000196686,0.000204658,0.0002127,0.00022081,0.000226143,0.000231466,0.000236779,0.000242082,0.000247375,0.000252572,0.000257768,0.000262965,0.000268162,0.00027336,0.000275762,0.000278174,0.000280595,0.000283025,0.000285465,0.000286499,0.000287543,0.000288596,0.000289658
Switzerland,1.A.4.b Residential,1.A.4.b.i Stationary Combustion,Aggregate GHGs,kt CO₂ equivalent,11769.9,11769.9,12447.4,12444.7,11770.5,11099.6,11941.3,12311.7,11499.7,11891.6,11657.1,10745.1,11314.7,10918.5,11542.4,11551.8,11707.7,11229.5,9926.71,10558.3,10307,11113.6,8847.26,9720.99,10331.4,8029.62,8556.64,8856.19,8424.34,7670.94,7680.38
Switzerland,1.A.4.b Residential,1.A.4.b.i Stationary Combustion,CH₄,kt,4.82332,4.82332,5.1383,4.84252,4.61132,4.17014,4.29678,4.36397,3.83206,3.80568,3.64163,3.25735,3.35274,3.10749,3.20676,3.17958,3.18929,3.03137,2.65124,2.81813,2.68991,2.8137,2.21249,2.34467,2.44509,1.82668,1.93523,1.97656,1.84029,1.66227,1.62962
Switzerland,1.A.4.b Residential,1.A.4.b.i Stationary Combustion,CO₂,kt,11598,11598,12263.9,12270.3,11604,10948,11783.9,12150.5,11356.7,11748.2,11519.1,10620.9,11185.8,10798.1,11417.1,11427.6,11582.1,11109,9820.63,10444.3,10196.9,10996.6,8754.4,9621.14,10225.6,7949.21,8470.59,8766.99,8340.01,7594.02,7603.97
Switzerland,1.A.4.b Residential,1.A.4.b.i Stationary Combustion,N₂O,kt,0.172411,0.172411,0.184586,0.178979,0.172044,0.159125,0.168016,0.175042,0.158469,0.161736,0.157628,0.143733,0.151034,0.143269,0.151348,0.149972,0.153889,0.150006,0.133539,0.146108,0.143885,0.156475,0.125969,0.138387,0.149963,0.116601,0.126426,0.133517,0.128618,0.118673,0.119721
Switzerland,1.A.4.b Residential,1.A.4.b.ii Off-road Vehicles and Other Machinery,Aggregate GHGs,kt CO₂ equivalent,11.1421,11.1421,11.3337,11.5252,11.7167,11.9081,12.0993,12.2393,12.3847,12.5355,12.6906,12.8512,12.8338,12.8161,12.7979,12.7794,12.7606,12.6908,12.6206,12.55,12.479,12.4077,12.2871,12.1665,12.0457,11.9258,11.8058,11.7219,11.6379,11.554,11.47
Switzerland,1.A.4.b Residential,1.A.4.b.ii Off-road Vehicles and Other Machinery,CH₄,kt,0.0242561,0.0242561,0.0243848,0.0245105,0.0246331,0.0247526,0.0248691,0.0242046,0.023756,0.0235234,0.0235068,0.0237062,0.0227771,0.0218331,0.0208741,0.0199002,0.0189113,0.0177299,0.0165328,0.01532,0.0140915,0.0128474,0.0118576,0.0108621,0.00986106,0.00885439,0.00784213,0.00754683,0.0072508,0.00695405,0.00665658
Switzerland,1.A.4.b Residential,1.A.4.b.ii Off-road Vehicles and Other Machinery,CO₂,kt,10.4839,10.4839,10.6712,10.8585,11.0458,11.2332,11.4205,11.576,11.7316,11.8871,12.0416,12.1961,12.2016,12.2071,12.2127,12.2182,12.2238,12.1833,12.1428,12.1023,12.0618,12.0213,11.9254,11.8296,11.7337,11.6389,11.5441,11.4674,11.3908,11.3141,11.2375
Switzerland,1.A.4.b Residential,1.A.4.b.ii Off-road Vehicles and Other Machinery,N₂O,kt,0.000173914,0.000173914,0.000177484,0.000181055,0.000184625,0.000188196,0.000191767,0.000195146,0.000198623,0.000202198,0.000205871,0.000209643,0.00021069,0.000211736,0.000212781,0.000213825,0.000214868,0.000215626,0.000216385,0.000217144,0.000217903,0.000218662,0.000218983,0.000219307,0.000219632,0.000219961,0.000220291,0.000220664,0.000221044,0.00022143,0.000221821
Switzerland,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.i Stationary,Aggregate GHGs,kt CO₂ equivalent,415.241,415.241,410.941,405.385,400.938,396.425,391.316,387.421,382.433,378.562,374.695,370.119,360.402,351.478,323.797,331.23,333.827,314.462,283.844,285.102,286.432,290.391,259.884,283.813,240.614,203.002,206.996,207.945,234.434,199.649,205.805
Switzerland,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.i Stationary,CH₄,kt,0.0564733,0.0564733,0.0600299,0.0574318,0.0565293,0.0522606,0.0530399,0.0547945,0.048746,0.0480296,0.0461347,0.0419817,0.041544,0.0379299,0.0371296,0.0362532,0.0371745,0.0346456,0.0321587,0.0340784,0.0332481,0.0340358,0.029631,0.0333177,0.0353181,0.0343221,0.0372013,0.0442837,0.0459774,0.0465132,0.0505566
Switzerland,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.i Stationary,CO₂,kt,412.45,412.45,407.998,402.526,398.099,393.733,388.555,384.554,379.787,375.915,372.095,367.674,357.939,349.171,321.513,328.929,331.416,312.267,281.853,282.994,284.334,288.218,258.048,281.656,238.554,201.157,205.02,205.451,231.874,197.198,203.224
Switzerland,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.i Stationary,N₂O,kt,0.00462745,0.00462745,0.00484011,0.00477608,0.00478359,0.00464825,0.00481619,0.00502209,0.00478742,0.00485124,0.00485561,0.00468213,0.00478044,0.00455981,0.00454848,0.00468106,0.00497071,0.00446237,0.00398256,0.00421432,0.00425083,0.00443743,0.00367546,0.00444447,0.00395177,0.00331216,0.00351297,0.00465158,0.00473474,0.00432348,0.00442118
Switzerland,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.ii Off-road Vehicles and Other Machinery,Aggregate GHGs,kt CO₂ equivalent,410.273,410.273,413.921,417.568,421.215,424.862,428.509,431.524,434.539,437.553,440.464,443.372,439.082,434.802,430.53,426.268,422.014,420.819,419.63,418.447,417.271,416.1,413.563,411.03,408.501,406.078,403.659,401.074,398.49,395.906,393.324
Switzerland,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.ii Off-road Vehicles and Other Machinery,CH₄,kt,0.254719,0.254719,0.25436,0.254001,0.253642,0.253283,0.252923,0.248284,0.243626,0.238947,0.234248,0.229529,0.213792,0.198375,0.18328,0.168505,0.154051,0.142319,0.130857,0.119667,0.108747,0.0980988,0.0895771,0.0812226,0.0730352,0.0650149,0.0571618,0.0544897,0.051849,0.0492396,0.0466617
Switzerland,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.ii Off-road Vehicles and Other Machinery,CO₂,kt,399.916,399.916,403.513,407.11,410.707,414.304,417.901,420.976,424.051,427.125,430.096,433.065,429.158,425.253,421.349,417.446,413.545,412.635,411.726,410.816,409.906,408.995,406.677,404.36,402.043,399.828,397.613,395.112,392.61,390.109,387.607
Switzerland,1.A.4.c Agriculture/Forestry/Fishing,1.A.4.c.ii Off-road Vehicles and Other Machinery,N₂O,kt,0.0133868,0.0133868,0.0135855,0.0137841,0.0139827,0.0141812,0.0143797,0.014568,0.0147572,0.0149473,0.0151383,0.0153303,0.0153665,0.0154011,0.0154342,0.0154656,0.0154953,0.0155218,0.0155467,0.01557,0.0155917,0.0156119,0.0155899,0.0155669,0.0155429,0.015518,0.015492,0.0154365,0.0153808,0.0153248,0.0152685
Switzerland,1.A.5 Other (Not specified elsewhere),1.A.5.b Mobile,Aggregate GHGs,kt CO₂ equivalent,219.613,219.613,202.22,193.993,185.715,180.219,162.806,151.939,161.903,160.939,146.776,151.156,148.414,154.554,140.137,128.871,138.718,142.766,135.644,130.572,132.592,137.404,124.65,132.448,133.394,138.7,135.178,139.387,127.618,126.578,115.119
Switzerland,1.A.5 Other (Not specified elsewhere),1.A.5.b Mobile,CH₄,kt,0.00475874,0.00475874,0.00464328,0.00458991,0.00453619,0.00450132,0.00438572,0.00427874,0.00431325,0.0042741,0.00414626,0.00414444,0.00397665,0.00386846,0.00362014,0.00339249,0.00330754,0.00316725,0.00294945,0.00274395,0.00258503,0.00244351,0.0022235,0.0021434,0.0020167,0.00191942,0.00176204,0.00175143,0.00163195,0.00158553,0.00146813
Switzerland,1.A.5 Other (Not specified elsewhere),1.A.5.b Mobile,CO₂,kt,217.654,217.654,200.404,192.244,184.033,178.583,161.312,150.535,160.418,159.462,145.416,149.76,147.043,153.136,138.841,127.671,137.441,141.457,134.397,129.371,131.378,136.155,123.509,131.246,132.186,137.451,133.96,138.135,126.464,125.433,114.071
Switzerland,1.A.5 Other (Not specified elsewhere),1.A.5.b Mobile,N₂O,kt,0.00617497,0.00617497,0.00570538,0.00548416,0.00526156,0.00511438,0.00464424,0.00435062,0.00462154,0.00459638,0.00421502,0.00433629,0.00426614,0.00443584,0.00404648,0.00374125,0.00400823,0.00412522,0.00393668,0.0038018,0.00385779,0.00398785,0.0036416,0.00385559,0.0038838,0.00403032,0.00393707,0.00405312,0.00373386,0.00370691,0.00339612
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1 Energy Industries,Aggregate GHGs,kt CO₂ equivalent,2519.42,2519.42,2801.84,2894.72,2563.28,2605.02,2642.48,2860.55,2860.92,3223.56,3248.79,3171.85,3313.46,3390.05,3387.06,3682.34,3815.85,4031.7,3718.78,3836.92,3673.53,3845.6,3597.98,3640.47,3735.66,3607.01,3293.5,3379.13,3297.69,3360.28,3369.11
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1 Energy Industries,CH₄,kt,0.0464006,0.0464006,0.0550801,0.0624529,0.0552414,0.0589725,0.0571819,0.0604765,0.0550708,0.0606298,0.0547665,0.0492459,0.0474008,0.0434237,0.0440718,0.0440664,0.0457685,0.043989,0.0398963,0.0415244,0.0393526,0.0400049,0.0351489,0.0364153,0.0375626,0.0341435,0.0234374,0.0223845,0.0215266,0.0215915,0.0222155
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1 Energy Industries,CO₂,kt,2469.88,2469.88,2757.76,2853.98,2527.78,2573.18,2611.4,2829.48,2830.53,3191.88,3217.29,3140.05,3282.35,3359.59,3358.02,3654.54,3787.8,4002.04,3690.4,3807.65,3644.81,3816.01,3568.18,3608.56,3703.44,3577.28,3265.98,3351.59,3269.86,3332.97,3341.77
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1 Energy Industries,N₂O,kt,0.162346,0.162346,0.14331,0.131464,0.114499,0.101928,0.0994742,0.0991995,0.0973701,0.101209,0.101081,0.102583,0.100422,0.0985835,0.0937675,0.0895803,0.0903009,0.0958176,0.0918793,0.0947456,0.0930745,0.0959128,0.0970528,0.104018,0.104992,0.0968878,0.0903763,0.0905351,0.0915658,0.0898343,0.0898932
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.a Public Electricity and Heat Production,Aggregate GHGs,kt CO₂ equivalent,2152.71,2152.71,2275.26,2403.85,2001.2,1955.03,2008.83,2186.51,2205.09,2553.84,2557.08,2548.33,2642.04,2694.21,2739.68,2775.88,2880.38,3015.68,2836.59,2850.39,2747.96,2937.54,2754.17,2889.39,2847.16,2689.15,2856.69,3018.35,2947.27,2994.84,3042.27
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.a Public Electricity and Heat Production,CH₄,kt,0.0370011,0.0370011,0.0427971,0.051514,0.0427059,0.0442862,0.0423419,0.0450305,0.0389357,0.0454741,0.038716,0.0335956,0.0309537,0.0273631,0.0279714,0.0230102,0.0224198,0.0195158,0.0170451,0.0164878,0.0157417,0.0164113,0.0133379,0.0151289,0.0149083,0.00923209,0.0104631,0.0115426,0.0108915,0.0106327,0.0112338
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.a Public Electricity and Heat Production,CO₂,kt,2103.77,2103.77,2231.91,2363.76,1966.43,1924.07,1978.69,2156.37,2175.66,2523.07,2526.56,2517.5,2611.93,2664.7,2711.59,2749.37,2853.75,2987.49,2809.6,2822.66,2720.68,2909.4,2725.68,2858.8,2816.33,2660.95,2829.86,2991.3,2919.93,2968.01,3015.38
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.a Public Electricity and Heat Production,N₂O,kt,0.161154,0.161154,0.141896,0.130203,0.113083,0.100197,0.0975974,0.0973524,0.0954763,0.0994458,0.0991668,0.100666,0.098426,0.0967392,0.0918874,0.0870389,0.0874888,0.0929641,0.0891316,0.0916635,0.0902433,0.0930479,0.0945113,0.101398,0.102219,0.0938515,0.0891557,0.0897974,0.0908348,0.0891514,0.0893021
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.b Petroleum Refining,Aggregate GHGs,kt CO₂ equivalent,366.677,366.677,526.536,490.845,562.039,649.952,633.608,673.996,655.774,669.676,691.654,623.464,671.366,695.787,647.321,906.39,935.387,1015.93,882.1,986.443,925.471,907.968,843.713,750.976,888.417,917.75,436.714,360.679,350.32,365.333,326.713
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.b Petroleum Refining,CH₄,kt,0.0081458,0.0081458,0.0106162,0.0096852,0.0109868,0.013049,0.0134092,0.0137202,0.0137014,0.013371,0.0141478,0.0134526,0.0142346,0.0139366,0.0135634,0.0183422,0.0199769,0.0210217,0.0192551,0.0213992,0.020009,0.0199651,0.0180674,0.0172272,0.0193916,0.0206487,0.0092219,0.0067635,0.00670277,0.00670788,0.00591073
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.b Petroleum Refining,CO₂,kt,366.118,366.118,525.849,490.227,561.343,649.11,632.714,673.103,654.868,668.816,690.729,622.556,670.415,694.888,646.422,905.174,934.049,1014.56,880.8,984.989,924.127,906.615,842.504,749.765,887.106,916.329,436.12,360.29,349.934,364.962,326.389
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.b Petroleum Refining,N₂O,kt,0.00119216,0.00119216,0.00141484,0.00126084,0.00141536,0.0017312,0.00187684,0.00184704,0.00189388,0.0017634,0.00191416,0.00191772,0.00199592,0.00184432,0.00188008,0.00254144,0.00281207,0.00285352,0.00274769,0.00308207,0.00283124,0.00286483,0.0025415,0.00262056,0.00277283,0.00303624,0.00122063,0.0007377,0.000731027,0.000682878,0.000591073
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,Aggregate GHGs,kt CO₂ equivalent,0.0313437,0.0313437,0.0416687,0.0313437,0.0387188,0.0409313,0.0357688,0.0431438,0.0608438,0.0446187,0.0475687,0.0549437,0.0553125,0.0531,0.063425,0.06785,0.0842963,0.0862875,0.0899013,0.0909337,0.0900487,0.0907125,0.0935887,0.10148,0.0815675,0.106569,0.09381,0.101959,0.0983088,0.106274,0.126776
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.1.c Manufacture of Solid Fuels and Other Energy Industries,CH₄,kt,0.00125375,0.00125375,0.00166675,0.00125375,0.00154875,0.00163725,0.00143075,0.00172575,0.00243375,0.00178475,0.00190275,0.00219775,0.0022125,0.002124,0.002537,0.002714,0.00337185,0.0034515,0.00359605,0.00363735,0.00360195,0.0036285,0.00374355,0.0040592,0.0032627,0.00426275,0.0037524,0.00407838,0.00393235,0.00425095,0.00507105
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2 Manufacturing Industries and Construction,Aggregate GHGs,kt CO₂ equivalent,6569.86,6569.86,6798.96,6377.91,6209.46,6150.51,6294.58,6040.43,6000.53,6201.41,6062.87,6006.81,6253.79,5806.84,5898.1,6042.65,6041.02,6205.54,6010.72,6074.3,5759.55,5864.19,5435.4,5432.46,5498.22,5097.01,4978.31,4985.69,4949.97,4791.48,4704.37
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2 Manufacturing Industries and Construction,CH₄,kt,0.389641,0.389641,0.412438,0.395037,0.3896,0.377244,0.387223,0.392586,0.370155,0.376519,0.366268,0.349695,0.361723,0.336599,0.340365,0.334249,0.329497,0.329122,0.311988,0.307652,0.284957,0.283349,0.253291,0.25246,0.245984,0.212305,0.210514,0.211786,0.208339,0.201963,0.197042
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2 Manufacturing Industries and Construction,CO₂,kt,6532.53,6532.53,6760.81,6341.57,6173.33,6114.92,6257.39,6002.58,5964.3,6164.15,6026.17,5969.33,6214,5767.84,5857.68,6001.58,6000.03,6164.03,5969.2,6031.97,5718.07,5821.81,5395.2,5392.15,5457.18,5057.61,4939.12,4944.93,4908.96,4751.26,4663.69
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2 Manufacturing Industries and Construction,N₂O,kt,0.092572,0.092572,0.0934269,0.0887996,0.08856,0.0877644,0.092287,0.0940906,0.0905178,0.0934515,0.0924396,0.0964334,0.103186,0.10264,0.107077,0.109778,0.109892,0.111673,0.113171,0.11624,0.115274,0.118428,0.113637,0.114083,0.117104,0.114403,0.113852,0.118985,0.120137,0.118035,0.119975
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.a Iron and Steel,Aggregate GHGs,kt CO₂ equivalent,245.6,245.6,283.783,250.976,293.773,238.198,178.77,174.777,188.37,202.766,220.735,228.669,231.453,242.629,255.688,247.355,231.411,281.381,295.15,282.337,215.497,254.902,256.74,245.034,237.501,246.306,261.946,254.606,280.635,288.118,267.603
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.a Iron and Steel,CH₄,kt,0.0108454,0.0108454,0.0109135,0.0103982,0.0105717,0.00947292,0.00726165,0.00686655,0.00732295,0.00794428,0.00815224,0.00835621,0.00831661,0.00804221,0.00821974,0.00811811,0.00779566,0.00887465,0.00926015,0.00963809,0.00698286,0.00803895,0.00815942,0.00746001,0.00712714,0.00726255,0.00751728,0.00731693,0.0079121,0.00803157,0.00749286
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.a Iron and Steel,CO₂,kt,244.834,244.834,283.023,250.241,293.041,237.532,178.273,174.307,187.868,202.222,220.187,228.109,230.891,242.093,255.141,246.811,230.887,280.798,294.542,281.701,215.037,254.373,256.209,244.555,237.045,245.845,261.469,254.141,280.136,287.612,267.133
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.a Iron and Steel,N₂O,kt,0.00166088,0.00166088,0.00163586,0.00159604,0.001569,0.00144191,0.00106072,0.00100164,0.0010715,0.00115906,0.00115572,0.00117935,0.0011865,0.00112228,0.0011451,0.00114216,0.00110644,0.00121174,0.00126156,0.00132443,0.000958129,0.00110047,0.00109734,0.000980645,0.00093113,0.00093865,0.000969952,0.000946514,0.00101169,0.00102187,0.000949093
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.b Non-Ferrous Metals,Aggregate GHGs,kt CO₂ equivalent,144.216,144.216,145.519,121.482,101.616,93.3125,116.275,99.0848,128.134,110.127,83.9639,92.0684,82.7759,44.9104,56.3306,66.6853,57.4262,67.0122,59.5067,60.9423,59.8845,70.9127,68.0565,101.547,92.7778,110.022,103.541,96.3925,93.9501,99.2515,111.19
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.b Non-Ferrous Metals,CH₄,kt,0.00355115,0.00355115,0.0036129,0.00282354,0.00240276,0.00217262,0.002663,0.00225569,0.00280735,0.00246915,0.0018828,0.00203173,0.00161656,0.00110848,0.00121733,0.00132757,0.00122769,0.00130589,0.00121067,0.00126563,0.00134002,0.00144232,0.00132801,0.00205448,0.00189663,0.00209655,0.00203633,0.00183467,0.00180368,0.00185516,0.00206829
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.b Non-Ferrous Metals,CO₂,kt,143.969,143.969,145.267,121.292,101.453,93.1665,116.098,98.9353,127.952,109.965,83.84,91.936,82.6794,44.833,56.2523,66.6048,57.3477,66.9342,59.4319,60.863,59.7962,70.8236,67.9769,101.42,92.6603,109.899,103.419,96.2851,93.844,99.1449,111.071
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.b Non-Ferrous Metals,N₂O,kt,0.000531128,0.000531128,0.000544199,0.000400175,0.000345624,0.000307579,0.000370368,0.000312263,0.000373924,0.000337574,0.000257838,0.000273954,0.00018808,0.000166801,0.000160734,0.000158896,0.000160336,0.000152148,0.000149372,0.000160088,0.000184034,0.000177854,0.000155469,0.00025167,0.000235174,0.000236726,0.000240279,0.000206291,0.00020495,0.000201951,0.000224607
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.c Chemicals,Aggregate GHGs,kt CO₂ equivalent,910.975,910.975,907.997,826.886,799.116,822.402,920.437,919.135,842.935,849.669,839.144,821.569,850.43,755.305,838.991,858.079,933.126,904.901,882.283,867.335,758.646,706.134,721.316,822.477,828.989,708.823,727.603,826.75,793.24,761.908,679.518
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.c Chemicals,CH₄,kt,0.025185,0.025185,0.0243941,0.0209839,0.0205556,0.0202843,0.0231709,0.0229818,0.0204718,0.0197601,0.0218445,0.0204311,0.0206449,0.0181126,0.0203696,0.020766,0.0222387,0.0215574,0.019934,0.0192902,0.0177891,0.0161511,0.0158611,0.0180187,0.0177212,0.0147684,0.0148585,0.0161322,0.0155259,0.0149321,0.013393
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.c Chemicals,CO₂,kt,909.114,909.114,906.219,825.402,797.652,820.992,918.809,917.526,841.523,848.341,837.579,820.139,849.004,754.063,837.584,856.646,931.605,903.426,880.962,866.069,757.44,705.055,720.281,821.306,827.858,707.896,726.685,825.787,792.313,761.016,678.712
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.c Chemicals,N₂O,kt,0.00413152,0.00413152,0.0039184,0.00322025,0.00318578,0.00303107,0.00351908,0.00347268,0.00301818,0.00280066,0.00341828,0.00308328,0.00305304,0.00264909,0.00301329,0.00306461,0.00323812,0.00314003,0.00276194,0.00263101,0.00255559,0.00226574,0.00214028,0.00241828,0.00231152,0.00187329,0.00183585,0.00187754,0.00181059,0.00174056,0.00158033
Switzerland,1.AA Fuel Combustion - Sectoral approach,"1.A.2.d Pulp, Paper and Print",Aggregate GHGs,kt CO₂ equivalent,677.418,677.418,724.528,800.276,818.85,858.483,788.151,739.848,754.011,740.138,699.119,613.09,714.903,644.519,684.611,670.894,597.794,625.35,520.323,518.052,385.849,404.213,353.179,315.412,322.102,268.729,214.004,176.171,166.434,122.347,127.947
Switzerland,1.AA Fuel Combustion - Sectoral approach,"1.A.2.d Pulp, Paper and Print",CH₄,kt,0.0288059,0.0288059,0.0292043,0.0288336,0.0279108,0.0275565,0.0260407,0.0254501,0.0262561,0.0262562,0.0238407,0.0206053,0.0232696,0.0215631,0.0244325,0.0246279,0.0225798,0.0248365,0.0203946,0.0179158,0.0101881,0.00903523,0.00718227,0.00662452,0.00689623,0.0052812,0.00445946,0.00382012,0.00344379,0.00266021,0.00284295
Switzerland,1.AA Fuel Combustion - Sectoral approach,"1.A.2.d Pulp, Paper and Print",CO₂,kt,674.207,674.207,721.385,797.313,816.07,855.811,785.606,737.292,751.351,737.435,696.61,610.851,712.555,642.188,681.957,668.154,595.2,622.526,517.876,516.139,385.109,403.616,352.735,314.993,321.66,268.411,213.724,175.924,166.219,122.175,127.76
Switzerland,1.AA Fuel Combustion - Sectoral approach,"1.A.2.d Pulp, Paper and Print",N₂O,kt,0.00835649,0.00835649,0.00809667,0.00752601,0.00698446,0.00665566,0.00635582,0.00644381,0.00672421,0.00686717,0.00641928,0.00578626,0.00592615,0.00601182,0.00685949,0.00712913,0.00681172,0.00739117,0.00650171,0.00491436,0.00162837,0.0012428,0.000887872,0.000850053,0.000902923,0.0006239,0.00056658,0.000507723,0.000433293,0.000354029,0.000388153
Switzerland,1.AA Fuel Combustion - Sectoral approach,"1.A.2.e Food Processing, Beverages and Tobacco",Aggregate GHGs,kt CO₂ equivalent,711.869,711.869,846.606,798.073,781.387,623.355,603.071,759.781,704.077,693.904,670.891,692.634,703.694,662.928,644.379,641.071,654.09,723.519,700.876,684.268,780.974,815.975,705.696,704.39,811.278,752.52,705.051,669.707,676.217,650.075,709.724
Switzerland,1.AA Fuel Combustion - Sectoral approach,"1.A.2.e Food Processing, Beverages and Tobacco",CH₄,kt,0.0269984,0.0269984,0.0320762,0.0298558,0.0287387,0.0220822,0.0207374,0.026621,0.0243005,0.023548,0.021411,0.0217427,0.0218835,0.019853,0.019125,0.0186219,0.0183784,0.0191411,0.0182204,0.0177273,0.019932,0.020717,0.017768,0.0177845,0.0204407,0.0172271,0.0166159,0.0159808,0.0154316,0.0146735,0.0159206
Switzerland,1.AA Fuel Combustion - Sectoral approach,"1.A.2.e Food Processing, Beverages and Tobacco",CO₂,kt,709.623,709.623,843.939,795.601,779.021,621.558,601.4,757.623,702.117,692.015,669.209,690.937,701.993,661.406,642.919,639.662,652.719,722.129,699.565,682.994,779.552,814.502,704.437,703.126,809.829,751.362,703.915,668.607,675.183,649.099,708.669
Switzerland,1.AA Fuel Combustion - Sectoral approach,"1.A.2.e Food Processing, Beverages and Tobacco",N₂O,kt,0.00527086,0.00527086,0.00625617,0.00578958,0.00553004,0.00417801,0.00386676,0.00500765,0.00454011,0.00436474,0.00384648,0.00387006,0.00387436,0.00344135,0.00329586,0.0031673,0.00305881,0.0030574,0.0028719,0.00278552,0.00309934,0.00320514,0.00273592,0.00274959,0.00314838,0.00244114,0.00241819,0.00234908,0.00217605,0.00204474,0.00220745
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.f Non-metallic Minerals,Aggregate GHGs,kt CO₂ equivalent,2138.89,2138.89,1911.31,1726.61,1573.1,1655.39,1558.89,1331.73,1280.23,1258.39,1248.7,1384.31,1336.23,1228.59,1182.22,1266.79,1283.66,1286.72,1328.94,1315.28,1254.06,1311.94,1263.24,1170.53,1182.85,1212.8,1107.96,1105.1,1103.43,1090.72,1067.39
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.f Non-metallic Minerals,CH₄,kt,0.0532586,0.0532586,0.0485644,0.0464686,0.0438682,0.0441115,0.0412567,0.038043,0.0353105,0.0341952,0.0338851,0.0368278,0.0365224,0.0341254,0.0338684,0.0363672,0.0368817,0.0374848,0.0385559,0.0382816,0.0371061,0.0403255,0.0401108,0.0388149,0.0365106,0.0361442,0.0331911,0.03383,0.0341416,0.0338987,0.0336886
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.f Non-metallic Minerals,CO₂,kt,2127.95,2127.95,1901.62,1717.98,1564.67,1646.91,1549.94,1323.43,1272.2,1250.51,1240.98,1375.2,1326.19,1218.46,1171.87,1255.78,1272.93,1275.98,1318.16,1304.24,1243.09,1300.31,1251.55,1159.45,1171.54,1201.32,1096.97,1093.55,1091.8,1078.79,1055.33
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.f Non-metallic Minerals,N₂O,kt,0.0322322,0.0322322,0.0284341,0.0250746,0.0246196,0.0247598,0.0265746,0.0246778,0.0239665,0.0235543,0.0230482,0.0274938,0.0306463,0.0311479,0.0318633,0.0338842,0.0329076,0.0328957,0.0329269,0.0338335,0.0336917,0.0356312,0.0358492,0.0339381,0.0348622,0.0355016,0.0340967,0.0359237,0.0361498,0.037191,0.0376372
Switzerland,1.AA Fuel Combustion - Sectoral approach,1.A.2.g Other,Aggregate GHGs,kt CO₂ equivalent,1740.89,1740.89,1979.22,1853.6,1841.61,1859.37,2128.99,2016.07,2102.77,2346.41,2300.32,2174.47,2334.3,2227.96,2235.88,2291.78,2283.51,2316.66,2223.64,2346.08,2304.64,2300.11,2067.17,2073.07,2022.73,1797.81,1858.21,1856.96,1836.06,1779.06,1741
